system,trainer,target,generator,brand,decoder_class,seen_brand,seen_class,n_generated,n_human,auroc
fixed_fusion,echoes,artifactbench,Udio (mixed),Udio,unknown_proprietary,True,True,80,862,0.7185107308584687
fixed_fusion,echoes,artifactbench,Udio CDN,Udio,unknown_proprietary,True,True,18,862,0.8096803299819542
fixed_fusion,echoes,artifactbench,Udio CDN Latest,Udio,unknown_proprietary,True,True,17,862,0.8289545516582503
fixed_fusion,echoes,artifactbench,Yue,Yue,rvq_xcodec,False,True,100,862,0.9929234338747099
fixed_fusion,echoes,fakemusiccaps,MusicGen_medium,MusicGen,rvq_encodec,False,False,1104,1102,0.9636933178147767
fixed_fusion,echoes,fakemusiccaps,audioldm2,AudioLDM,mel_vae_hifigan,True,True,1104,1102,0.9499062146558301
fixed_fusion,echoes,fakemusiccaps,musicldm,MusicLDM,mel_vae_hifigan,False,True,1104,1102,0.9099023678949998
fixed_fusion,echoes,fakemusiccaps,mustango,Mustango,mel_vae_hifigan,False,True,1104,1102,0.9552826382861201
fixed_fusion,echoes,fakemusiccaps,stable_audio_open,StableAudio,continuous_vae,True,True,1104,1102,0.9781938800336675
fixed_fusion,echoes,sonics,chirp-v2-xxl-alpha,Suno,unknown_proprietary,True,True,1759,6882,0.9984111686004257
fixed_fusion,echoes,sonics,chirp-v3,Suno,unknown_proprietary,True,True,3637,6882,0.9979171655712937
fixed_fusion,echoes,sonics,chirp-v3.5,Suno,unknown_proprietary,True,True,1590,6882,0.9968054024809959
fixed_fusion,echoes,sonics,udio-120s,Udio,unknown_proprietary,True,True,1619,6882,0.8321980301846408
fixed_fusion,echoes,sonics,udio-30s,Udio-32,unknown_proprietary,False,True,4173,6882,0.8194385510484394
fixed_fusion,echoes,music8k,acestep1.5,AceStep,continuous_vae,True,True,989,1102,0.9759463903299268
fixed_fusion,echoes,music8k,heartmula,HeartMuLa,hybrid_rvq_flow,False,False,989,1102,0.9679615516599105
fixed_fusion,echoes,music8k,minimax_2.6,MiniMax,hybrid_rvq_flow,False,False,304,1102,0.8492006161046901
fixed_fusion,echoes,music8k,mureka_v9,Mureka,continuous_vae,False,True,662,1102,0.7028377407734359
fixed_fusion,echoes,music8k,suno_v5.5,Suno,unknown_proprietary,True,True,330,1102,0.9813685860419072
fixed_fusion,echoes,music8k,sunov5_new,Suno,unknown_proprietary,True,True,340,1102,0.9460846589089356
fixed_fusion,fakemusiccaps,artifactbench,DiffRhythm,DiffRhythm,continuous_vae,False,True,100,862,0.9996867749419953
fixed_fusion,fakemusiccaps,artifactbench,Google Chirp v2 XXL,Suno,unknown_proprietary,False,False,80,862,0.9984121229698375
fixed_fusion,fakemusiccaps,artifactbench,Google Chirp v3,Suno,unknown_proprietary,False,False,80,862,0.9972810324825986
fixed_fusion,fakemusiccaps,artifactbench,Google Chirp v3.5,Suno,unknown_proprietary,False,False,80,862,0.995780162412993
fixed_fusion,fakemusiccaps,artifactbench,MusicGen Large,MusicGen,rvq_encodec,True,True,30,862,0.9999613302397525
fixed_fusion,fakemusiccaps,artifactbench,MusicGen Medium,MusicGen,rvq_encodec,True,True,30,862,1.0
fixed_fusion,fakemusiccaps,artifactbench,MusicGen Small,MusicGen,rvq_encodec,True,True,30,862,0.9995746326372776
fixed_fusion,fakemusiccaps,artifactbench,Riffusion,Riffusion,griffin_lim,False,False,100,862,0.9739327146171695
fixed_fusion,fakemusiccaps,artifactbench,Riffusion (AIME),Riffusion,griffin_lim,False,False,30,862,0.7898105181747873
fixed_fusion,fakemusiccaps,artifactbench,Stable Audio v1,StableAudio,continuous_vae,True,True,50,862,0.9996287703016241
fixed_fusion,fakemusiccaps,artifactbench,Stable Audio v2,StableAudio,continuous_vae,True,True,50,862,0.9997911832946635
fixed_fusion,fakemusiccaps,artifactbench,Suno (mixed),Suno,unknown_proprietary,False,False,80,862,0.9748404872389791
fixed_fusion,fakemusiccaps,artifactbench,Suno v3,Suno,unknown_proprietary,False,False,30,862,0.9999613302397525
fixed_fusion,fakemusiccaps,artifactbench,Suno v3.5,Suno,unknown_proprietary,False,False,29,862,0.9999599967997439
fixed_fusion,fakemusiccaps,artifactbench,Suno v4,Suno,unknown_proprietary,False,False,100,862,0.9320533642691415
fixed_fusion,fakemusiccaps,artifactbench,Udio,Udio,unknown_proprietary,False,False,100,862,0.626699535962877
fixed_fusion,fakemusiccaps,artifactbench,Udio (AIME),Udio,unknown_proprietary,False,False,30,862,0.6935034802784222
fixed_fusion,fakemusiccaps,artifactbench,Udio (SONICS 120s),Udio,unknown_proprietary,False,False,80,862,0.6010440835266821
fixed_fusion,fakemusiccaps,artifactbench,Udio (SONICS 30s),Udio-32,unknown_proprietary,False,False,80,862,0.6054669373549884
fixed_fusion,fakemusiccaps,artifactbench,Udio (mixed),Udio,unknown_proprietary,False,False,80,862,0.5426406612529002
fixed_fusion,fakemusiccaps,artifactbench,Udio CDN,Udio,unknown_proprietary,False,False,18,862,0.4196635730858469
fixed_fusion,fakemusiccaps,artifactbench,Udio CDN Latest,Udio,unknown_proprietary,False,False,17,862,0.6379145625767709
fixed_fusion,fakemusiccaps,artifactbench,Yue,Yue,rvq_xcodec,False,False,100,862,0.9977842227378191
fixed_fusion,fakemusiccaps,echoes,acestep,AceStep,mel_vae_hifigan,False,True,57,59,1.0
fixed_fusion,fakemusiccaps,echoes,audioldm,AudioLDM,mel_vae_hifigan,True,True,115,59,1.0
fixed_fusion,fakemusiccaps,echoes,brev,Brev,unknown_proprietary,False,False,68,59,0.9541375872382851
fixed_fusion,fakemusiccaps,echoes,diffrhythm,DiffRhythm,continuous_vae,False,True,120,59,0.9994350282485875
fixed_fusion,fakemusiccaps,echoes,mubert,Mubert,non_neural,False,False,32,59,0.5746822033898304
fixed_fusion,fakemusiccaps,echoes,producer,Riffusion,unknown_proprietary,False,False,68,59,0.9877866400797607
fixed_fusion,fakemusiccaps,echoes,songgen,SongGen,rvq_xcodec,False,False,111,59,0.9946556726217743
fixed_fusion,fakemusiccaps,echoes,stableaudio,StableAudio,continuous_vae,True,True,35,59,0.8978208232445521
fixed_fusion,fakemusiccaps,echoes,suno,Suno,unknown_proprietary,False,False,68,59,0.9356929212362911
fixed_fusion,fakemusiccaps,echoes,udio,Udio,unknown_proprietary,False,False,68,59,0.5505982053838485
fixed_fusion,fakemusiccaps,sonics,chirp-v2-xxl-alpha,Suno,unknown_proprietary,False,False,1759,6882,0.9953913687385785
fixed_fusion,fakemusiccaps,sonics,chirp-v3,Suno,unknown_proprietary,False,False,3637,6882,0.9930173727880096
fixed_fusion,fakemusiccaps,sonics,chirp-v3.5,Suno,unknown_proprietary,False,False,1590,6882,0.9845980947472123
fixed_fusion,fakemusiccaps,sonics,udio-120s,Udio,unknown_proprietary,False,False,1619,6882,0.6246049841509006
fixed_fusion,fakemusiccaps,sonics,udio-30s,Udio-32,unknown_proprietary,False,False,4173,6882,0.6341550033138819
fixed_fusion,fakemusiccaps,music8k,acestep1.5,AceStep,continuous_vae,False,True,989,1102,0.9846771840517929
fixed_fusion,fakemusiccaps,music8k,heartmula,HeartMuLa,hybrid_rvq_flow,False,False,989,1102,0.9830774637161223
fixed_fusion,fakemusiccaps,music8k,minimax_2.6,MiniMax,hybrid_rvq_flow,False,False,304,1102,0.8091985863024167
fixed_fusion,fakemusiccaps,music8k,mureka_v9,Mureka,continuous_vae,False,True,662,1102,0.641222906991408
fixed_fusion,fakemusiccaps,music8k,suno_v5.5,Suno,unknown_proprietary,False,False,330,1102,0.9623590716603422
fixed_fusion,fakemusiccaps,music8k,sunov5_new,Suno,unknown_proprietary,False,False,340,1102,0.9007513077826411
fixed_fusion,sonics,artifactbench,DiffRhythm,DiffRhythm,continuous_vae,False,False,100,670,0.7756417910447763
fixed_fusion,sonics,artifactbench,Google Chirp v2 XXL,Suno,unknown_proprietary,True,True,80,670,1.0
fixed_fusion,sonics,artifactbench,Google Chirp v3,Suno,unknown_proprietary,True,True,80,670,1.0
fixed_fusion,sonics,artifactbench,Google Chirp v3.5,Suno,unknown_proprietary,True,True,6,670,1.0
fixed_fusion,sonics,artifactbench,MusicGen Large,MusicGen,rvq_encodec,False,False,30,670,0.8276616915422885
fixed_fusion,sonics,artifactbench,MusicGen Medium,MusicGen,rvq_encodec,False,False,30,670,0.8158955223880597
fixed_fusion,sonics,artifactbench,MusicGen Small,MusicGen,rvq_encodec,False,False,30,670,0.8245771144278607
fixed_fusion,sonics,artifactbench,Riffusion,Riffusion,griffin_lim,False,False,100,670,0.7558059701492537
fixed_fusion,sonics,artifactbench,Riffusion (AIME),Riffusion,griffin_lim,False,False,30,670,0.6523383084577115
fixed_fusion,sonics,artifactbench,Stable Audio v1,StableAudio,continuous_vae,False,False,50,670,0.7194029850746269
fixed_fusion,sonics,artifactbench,Stable Audio v2,StableAudio,continuous_vae,False,False,50,670,0.6909850746268656
fixed_fusion,sonics,artifactbench,Suno (mixed),Suno,unknown_proprietary,True,True,80,670,0.8783488805970149
fixed_fusion,sonics,artifactbench,Suno v3,Suno,unknown_proprietary,True,True,30,670,0.9488059701492537
fixed_fusion,sonics,artifactbench,Suno v3.5,Suno,unknown_proprietary,True,True,29,670,0.9701492537313433
fixed_fusion,sonics,artifactbench,Suno v4,Suno,unknown_proprietary,True,True,100,670,0.8477761194029851
fixed_fusion,sonics,artifactbench,Udio,Udio,unknown_proprietary,True,True,100,670,0.9514477611940297
fixed_fusion,sonics,artifactbench,Udio (AIME),Udio,unknown_proprietary,True,True,30,670,0.9478109452736317
fixed_fusion,sonics,artifactbench,Udio (SONICS 120s),Udio,unknown_proprietary,True,True,8,670,0.9998134328358209
fixed_fusion,sonics,artifactbench,Udio (SONICS 30s),Udio-32,unknown_proprietary,False,True,80,670,0.9986380597014926
fixed_fusion,sonics,artifactbench,Udio (mixed),Udio,unknown_proprietary,True,True,80,670,0.8543097014925373
fixed_fusion,sonics,artifactbench,Udio CDN,Udio,unknown_proprietary,True,True,18,670,0.8565505804311775
fixed_fusion,sonics,artifactbench,Udio CDN Latest,Udio,unknown_proprietary,True,True,17,670,0.9232660228270413
fixed_fusion,sonics,artifactbench,Yue,Yue,rvq_xcodec,False,False,100,670,0.9729402985074627
fixed_fusion,sonics,echoes,acestep,AceStep,mel_vae_hifigan,False,False,57,59,0.8905738923580137
fixed_fusion,sonics,echoes,audioldm,AudioLDM,mel_vae_hifigan,False,False,115,59,0.9969049373618275
fixed_fusion,sonics,echoes,brev,Brev,unknown_proprietary,False,True,68,59,0.8950648055832502
fixed_fusion,sonics,echoes,diffrhythm,DiffRhythm,continuous_vae,False,False,120,59,0.7492937853107344
fixed_fusion,sonics,echoes,mubert,Mubert,non_neural,False,False,32,59,0.40889830508474573
fixed_fusion,sonics,echoes,producer,Riffusion,unknown_proprietary,False,True,68,59,0.7861415752741775
fixed_fusion,sonics,echoes,songgen,SongGen,rvq_xcodec,False,False,111,59,0.9996946098641014
fixed_fusion,sonics,echoes,stableaudio,StableAudio,continuous_vae,False,False,35,59,0.8498789346246973
fixed_fusion,sonics,echoes,suno,Suno,unknown_proprietary,True,True,68,59,0.8930707876370888
fixed_fusion,sonics,echoes,udio,Udio,unknown_proprietary,True,True,68,59,0.8641575274177468
fixed_fusion,sonics,fakemusiccaps,MusicGen_medium,MusicGen,rvq_encodec,False,False,1104,1102,0.8602627140377179
fixed_fusion,sonics,fakemusiccaps,audioldm2,AudioLDM,mel_vae_hifigan,False,False,1104,1102,0.8629139377679582
fixed_fusion,sonics,fakemusiccaps,musicldm,MusicLDM,mel_vae_hifigan,False,False,1104,1102,0.9020834977248219
fixed_fusion,sonics,fakemusiccaps,mustango,Mustango,mel_vae_hifigan,False,False,1104,1102,0.9547627502038454
fixed_fusion,sonics,fakemusiccaps,stable_audio_open,StableAudio,continuous_vae,False,False,1104,1102,0.695933694337042
fixed_fusion,sonics,music8k,acestep1.5,AceStep,continuous_vae,False,False,989,1102,0.8215635144484063
fixed_fusion,sonics,music8k,heartmula,HeartMuLa,hybrid_rvq_flow,False,False,989,1102,0.9332865696894515
fixed_fusion,sonics,music8k,minimax_2.6,MiniMax,hybrid_rvq_flow,False,False,304,1102,0.7152276960550197
fixed_fusion,sonics,music8k,mureka_v9,Mureka,continuous_vae,False,False,662,1102,0.6231316584512642
fixed_fusion,sonics,music8k,suno_v5.5,Suno,unknown_proprietary,True,True,330,1102,0.8705631633943793
fixed_fusion,sonics,music8k,sunov5_new,Suno,unknown_proprietary,True,True,340,1102,0.7663486174869222
learned_fusion,artifactbench,echoes,acestep,AceStep,mel_vae_hifigan,False,False,57,59,0.9958370502527505
learned_fusion,artifactbench,echoes,audioldm,AudioLDM,mel_vae_hifigan,False,False,115,59,0.9921886514369934
learned_fusion,artifactbench,echoes,brev,Brev,unknown_proprietary,False,True,68,59,0.9705882352941176
learned_fusion,artifactbench,echoes,diffrhythm,DiffRhythm,continuous_vae,True,True,120,59,0.9959039548022599
learned_fusion,artifactbench,echoes,mubert,Mubert,non_neural,False,False,32,59,0.6244703389830508
learned_fusion,artifactbench,echoes,producer,Riffusion,unknown_proprietary,True,True,68,59,0.9785643070787637
learned_fusion,artifactbench,echoes,songgen,SongGen,rvq_xcodec,False,True,111,59,0.998014964116659
learned_fusion,artifactbench,echoes,stableaudio,StableAudio,continuous_vae,True,True,35,59,0.886682808716707
learned_fusion,artifactbench,echoes,suno,Suno,unknown_proprietary,True,True,68,59,0.9608673978065803
learned_fusion,artifactbench,echoes,udio,Udio,unknown_proprietary,True,True,68,59,0.9700897308075773
learned_fusion,artifactbench,fakemusiccaps,MusicGen_medium,MusicGen,rvq_encodec,True,True,1104,1102,0.9991024224729741
learned_fusion,artifactbench,fakemusiccaps,audioldm2,AudioLDM,mel_vae_hifigan,False,False,1104,1102,0.9577933072937215
learned_fusion,artifactbench,fakemusiccaps,musicldm,MusicLDM,mel_vae_hifigan,False,False,1104,1102,0.9401590323259423
learned_fusion,artifactbench,fakemusiccaps,mustango,Mustango,mel_vae_hifigan,False,False,1104,1102,0.9888082274652148
learned_fusion,artifactbench,fakemusiccaps,stable_audio_open,StableAudio,continuous_vae,True,True,1104,1102,0.9731524040611274
learned_fusion,artifactbench,sonics,chirp-v2-xxl-alpha,Suno,unknown_proprietary,True,True,326,2500,1.0
learned_fusion,artifactbench,sonics,chirp-v3,Suno,unknown_proprietary,True,True,711,2500,1.0
learned_fusion,artifactbench,sonics,chirp-v3.5,Suno,unknown_proprietary,True,True,341,2500,1.0
learned_fusion,artifactbench,sonics,udio-120s,Udio,unknown_proprietary,True,True,324,2500,1.0
learned_fusion,artifactbench,sonics,udio-30s,Udio-32,unknown_proprietary,True,True,798,2500,0.9999924812030075
learned_fusion,artifactbench,music8k,acestep1.5,AceStep,continuous_vae,False,True,989,1102,0.9988136286813754
learned_fusion,artifactbench,music8k,heartmula,HeartMuLa,hybrid_rvq_flow,False,False,989,1102,0.9969840661064816
learned_fusion,artifactbench,music8k,minimax_2.6,MiniMax,hybrid_rvq_flow,False,False,304,1102,0.8940055162861783
learned_fusion,artifactbench,music8k,mureka_v9,Mureka,continuous_vae,False,True,662,1102,0.655661773978649
learned_fusion,artifactbench,music8k,suno_v5.5,Suno,unknown_proprietary,True,True,330,1102,0.9964032337898037
learned_fusion,artifactbench,music8k,sunov5_new,Suno,unknown_proprietary,True,True,340,1102,0.9593359666915767
learned_fusion,echoes,artifactbench,DiffRhythm,DiffRhythm,continuous_vae,True,True,100,862,0.9990835266821347
learned_fusion,echoes,artifactbench,Google Chirp v2 XXL,Suno,unknown_proprietary,True,True,80,862,0.9995214617169375
learned_fusion,echoes,artifactbench,Google Chirp v3,Suno,unknown_proprietary,True,True,80,862,0.99917343387471
learned_fusion,echoes,artifactbench,Google Chirp v3.5,Suno,unknown_proprietary,True,True,80,862,0.9980713457076567
learned_fusion,echoes,artifactbench,MusicGen Large,MusicGen,rvq_encodec,False,False,30,862,0.9919566898685228
learned_fusion,echoes,artifactbench,MusicGen Medium,MusicGen,rvq_encodec,False,False,30,862,0.9970224284609437
learned_fusion,echoes,artifactbench,MusicGen Small,MusicGen,rvq_encodec,False,False,30,862,0.9920726991492654
learned_fusion,echoes,artifactbench,Riffusion,Riffusion,griffin_lim,True,False,100,862,0.9872041763341068
learned_fusion,echoes,artifactbench,Riffusion (AIME),Riffusion,griffin_lim,True,False,30,862,0.9320572312451663
learned_fusion,echoes,artifactbench,Stable Audio v1,StableAudio,continuous_vae,True,True,50,862,0.9903016241299305
learned_fusion,echoes,artifactbench,Stable Audio v2,StableAudio,continuous_vae,True,True,50,862,0.9980278422273783
learned_fusion,echoes,artifactbench,Suno (mixed),Suno,unknown_proprietary,True,True,80,862,0.9890951276102089
learned_fusion,echoes,artifactbench,Suno v3,Suno,unknown_proprietary,True,True,30,862,0.9993812838360403
learned_fusion,echoes,artifactbench,Suno v3.5,Suno,unknown_proprietary,True,True,29,862,0.9970397631810546
learned_fusion,echoes,artifactbench,Suno v4,Suno,unknown_proprietary,True,True,100,862,0.954953596287703
learned_fusion,echoes,artifactbench,Udio,Udio,unknown_proprietary,True,True,100,862,0.7681322505800465
learned_fusion,echoes,artifactbench,Udio (AIME),Udio,unknown_proprietary,True,True,30,862,0.8587393658159319
learned_fusion,echoes,artifactbench,Udio (SONICS 120s),Udio,unknown_proprietary,True,True,80,862,0.8695185614849189
learned_fusion,echoes,artifactbench,Udio (SONICS 30s),Udio-32,unknown_proprietary,False,True,80,862,0.8027697215777262
learned_fusion,echoes,artifactbench,Udio (mixed),Udio,unknown_proprietary,True,True,80,862,0.6978103248259862
learned_fusion,echoes,artifactbench,Udio CDN,Udio,unknown_proprietary,True,True,18,862,0.7328564062902809
learned_fusion,echoes,artifactbench,Udio CDN Latest,Udio,unknown_proprietary,True,True,17,862,0.7637505118056505
learned_fusion,echoes,artifactbench,Yue,Yue,rvq_xcodec,False,True,100,862,0.992030162412993
learned_fusion,echoes,fakemusiccaps,MusicGen_medium,MusicGen,rvq_encodec,False,False,1104,1102,0.9929739077829507
learned_fusion,echoes,fakemusiccaps,audioldm2,AudioLDM,mel_vae_hifigan,True,True,1104,1102,0.998070865882848
learned_fusion,echoes,fakemusiccaps,musicldm,MusicLDM,mel_vae_hifigan,False,True,1104,1102,0.9574842512954049
learned_fusion,echoes,fakemusiccaps,mustango,Mustango,mel_vae_hifigan,False,True,1104,1102,0.9995027157473895
learned_fusion,echoes,fakemusiccaps,stable_audio_open,StableAudio,continuous_vae,True,True,1104,1102,0.9907184565611931
learned_fusion,echoes,sonics,chirp-v2-xxl-alpha,Suno,unknown_proprietary,True,True,326,2500,0.9997865030674847
learned_fusion,echoes,sonics,chirp-v3,Suno,unknown_proprietary,True,True,711,2500,0.9995032348804501
learned_fusion,echoes,sonics,chirp-v3.5,Suno,unknown_proprietary,True,True,341,2500,0.999082697947214
learned_fusion,echoes,sonics,udio-120s,Udio,unknown_proprietary,True,True,324,2500,0.8915197530864197
learned_fusion,echoes,sonics,udio-30s,Udio-32,unknown_proprietary,False,True,798,2500,0.8502210526315789
learned_fusion,echoes,music8k,acestep1.5,AceStep,continuous_vae,True,True,989,1102,0.9988026182747061
learned_fusion,echoes,music8k,heartmula,HeartMuLa,hybrid_rvq_flow,False,False,989,1102,0.9969124984631308
learned_fusion,echoes,music8k,minimax_2.6,MiniMax,hybrid_rvq_flow,False,False,304,1102,0.8077299646575605
learned_fusion,echoes,music8k,mureka_v9,Mureka,continuous_vae,False,True,662,1102,0.6554767218076445
learned_fusion,echoes,music8k,suno_v5.5,Suno,unknown_proprietary,True,True,330,1102,0.9960402573832701
learned_fusion,echoes,music8k,sunov5_new,Suno,unknown_proprietary,True,True,340,1102,0.9707697234973844
learned_fusion,fakemusiccaps,artifactbench,DiffRhythm,DiffRhythm,continuous_vae,False,True,100,862,0.9994083526682135
learned_fusion,fakemusiccaps,artifactbench,Google Chirp v2 XXL,Suno,unknown_proprietary,False,False,80,862,0.9998984918793503
learned_fusion,fakemusiccaps,artifactbench,Google Chirp v3,Suno,unknown_proprietary,False,False,80,862,0.9989269141531323
learned_fusion,fakemusiccaps,artifactbench,Google Chirp v3.5,Suno,unknown_proprietary,False,False,80,862,0.9981148491879351
learned_fusion,fakemusiccaps,artifactbench,MusicGen Large,MusicGen,rvq_encodec,True,True,30,862,1.0
learned_fusion,fakemusiccaps,artifactbench,MusicGen Medium,MusicGen,rvq_encodec,True,True,30,862,1.0
learned_fusion,fakemusiccaps,artifactbench,MusicGen Small,MusicGen,rvq_encodec,True,True,30,862,1.0
learned_fusion,fakemusiccaps,artifactbench,Riffusion,Riffusion,griffin_lim,False,False,100,862,0.8406380510440835
learned_fusion,fakemusiccaps,artifactbench,Riffusion (AIME),Riffusion,griffin_lim,False,False,30,862,0.6658546017014695
learned_fusion,fakemusiccaps,artifactbench,Stable Audio v1,StableAudio,continuous_vae,True,True,50,862,0.9998839907192575
learned_fusion,fakemusiccaps,artifactbench,Stable Audio v2,StableAudio,continuous_vae,True,True,50,862,0.9999303944315546
learned_fusion,fakemusiccaps,artifactbench,Suno (mixed),Suno,unknown_proprietary,False,False,80,862,0.8860498839907193
learned_fusion,fakemusiccaps,artifactbench,Suno v3,Suno,unknown_proprietary,False,False,30,862,0.99984532095901
learned_fusion,fakemusiccaps,artifactbench,Suno v3.5,Suno,unknown_proprietary,False,False,29,862,0.9989999199935995
learned_fusion,fakemusiccaps,artifactbench,Suno v4,Suno,unknown_proprietary,False,False,100,862,0.8993387470997679
learned_fusion,fakemusiccaps,artifactbench,Udio,Udio,unknown_proprietary,False,False,100,862,0.7128422273781903
learned_fusion,fakemusiccaps,artifactbench,Udio (AIME),Udio,unknown_proprietary,False,False,30,862,0.7858081979891725
learned_fusion,fakemusiccaps,artifactbench,Udio (SONICS 120s),Udio,unknown_proprietary,False,False,80,862,0.8067430394431554
learned_fusion,fakemusiccaps,artifactbench,Udio (SONICS 30s),Udio-32,unknown_proprietary,False,False,80,862,0.8478393271461717
learned_fusion,fakemusiccaps,artifactbench,Udio (mixed),Udio,unknown_proprietary,False,False,80,862,0.38966067285382827
learned_fusion,fakemusiccaps,artifactbench,Udio CDN,Udio,unknown_proprietary,False,False,18,862,0.3321087909254963
learned_fusion,fakemusiccaps,artifactbench,Udio CDN Latest,Udio,unknown_proprietary,False,False,17,862,0.3553296028388154
learned_fusion,fakemusiccaps,artifactbench,Yue,Yue,rvq_xcodec,False,False,100,862,0.9869721577726217
learned_fusion,fakemusiccaps,echoes,acestep,AceStep,mel_vae_hifigan,False,True,57,59,1.0
